1,3,1,5,6391148.046412417,3.2171491380401775,26732.780169462938
1,3,2,5,6388101.995462375,3.218143572819967,26749.975592765863
1,3,3,5,6385083.588344852,3.2189728616376168,26764.832997618072
1,3,4,5,6382055.798211131,3.219901112663353,26781.087106146868
1,3,5,5,6379072.691363596,3.0626344946146817,24563.449869698088
1,3,6,5,6376145.232721675,3.062332744447854,24562.166825040495
1,3,7,5,6373185.609755369,3.0617704081313293,24557.204761388908
1,3,9,5,6367414.877760734,3.061548844392265,24560.004413189115
1,3,8,5,6370318.798804391,3.0618069461510578,24560.684161766218
1,3,11,5,6361615.726762091,3.0609753647659974,24557.82493451574
1,3,10,5,6364484.777677972,3.061073156884069,24556.251612424894
1,3,12,5,6358739.9069973985,3.060792448858031,24558.19372932087
1,3,13,5,6000000.808405672,3.760197653544993,34446.204989666025
1,3,14,5,6352986.85544574,3.0603015862660143,24557.155807761465
1,3,16,5,6347291.631227659,3.0600490206270337,24559.464538480697
1,3,17,5,6231646.306981763,2.7819128326699323,20647.083547830476
1,3,15,5,6350111.1100916695,3.0600045623289582,24555.903020803475
1,3,18,5,6341587.525879649,3.059585098560878,24558.77587603974
1,3,19,5,6338767.485148212,3.059511974191923,24560.66734132357
1,3,20,5,6335950.283779167,3.0594204039598556,24562.294902326794
1,3,21,5,6333138.986970099,3.0593310516555827,24563.9501685459
1,3,23,5,6327531.070175617,3.059139330519188,24567.066247464365
1,3,22,5,6330331.5419302285,3.0592303547302753,24565.441731941482
1,3,24,5,6324737.95559017,3.059060769272963,24568.863156673084
1,3,25,5,6321949.542208215,3.058976732208633,24570.57920745873
1,3,26,5,6302559.097163909,3.300217612126305,27987.044469689987
1,3,27,5,6316406.6524678115,3.0589260353481857,24575.658027208865
1,3,28,5,6313644.133383916,3.058905778523084,24578.26421669133
1,3,29,5,6310886.690064466,3.0588832041105505,24580.834288906208
1,3,30,5,6308145.553747706,3.0589337360264595,24584.433359359435
1,3,31,5,6305402.717872522,3.0589367750863463,24587.358451026885
1,3,32,5,6302668.115674572,3.0589591317267533,24590.55305246995
1,3,33,5,6299951.16876517,3.059064165733886,24594.912091537073
1,3,34,5,6297239.622007887,3.05916995330686,24599.278636345185
1,3,35,5,6294526.839121935,3.0592319076049614,24603.022888926676
1,3,36,5,6291828.109524849,3.0593530532680013,24607.600091135006
1,3,38,5,6286453.9267787095,3.0596470760955885,24617.476105436013
1,3,37,5,6289146.7772717625,3.0595566200001754,24613.33858011917
1,3,39,5,6183478.198991323,2.799578455590802,20955.030958545078
1,3,40,5,6281126.321059396,3.0601174641868334,24629.831913649006
1,3,41,5,6278461.507928536,3.0602936603517206,24635.17184163595
1,3,42,5,6275820.3064137725,3.0605969054410203,24642.30412652716
1,3,43,5,6261176.420085971,3.2825321189995607,27787.740905108396
1,3,44,5,6270553.921704342,3.061211540172165,24656.67554118918
1,3,45,5,6267933.930777,3.0615593284194844,24664.429123224792
1,5,1,1,6000000.0,2.1361661353939074,11120.167938653274
1,5,1,3,6680562.548544406,1.7420860887412455,4661.480636176464
